Brand: 10000004   Goods: 3735
Brand: 10000503   Goods: 4
Brand: 10000506   Goods: 717
Brand: 10000508   Goods: 61
Brand: 10000510   Goods: 612
Brand: 10000511   Goods: 2
Brand: 10000513   Goods: 2664
Brand: 10000514   Goods: 1135
Brand: 10000517   Goods: 1264
Brand: 10000521   Goods: 274
Brand: 10000522   Goods: 156
Brand: 10000523   Goods: 612
Brand: 10000529   Goods: 2
Brand: 10000530   Goods: 1144
Brand: 10000531   Goods: 2037
Brand: 10000532   Goods: 543
Brand: 10000536   Goods: 176
Brand: 10000537   Goods: 800
Brand: 10000538   Goods: 70
Brand: 10000539   Goods: 4
Brand: 10000540   Goods: 2
Brand: 10000542   Goods: 8442
Brand: 10000543   Goods: 226
Brand: 10000544   Goods: 156
Brand: 10000545   Goods: 4
Brand: 10000547   Goods: 4534
Brand: 10000548   Goods: 490
Brand: 10000551   Goods: 3
Brand: 10000553   Goods: 1
Brand: 10000554   Goods: 29
Brand: 10000555   Goods: 64
Brand: 10000556   Goods: 3
Brand: 10000558   Goods: 4
Brand: 10000560   Goods: 1017
Brand: 10000566   Goods: 6755
Brand: 10000567   Goods: 2
Brand: 10000568   Goods: 753
Brand: 10000571   Goods: 7
Brand: 10000572   Goods: 10
Brand: 10000575   Goods: 7
Brand: 10000576   Goods: 781
Brand: 10000580   Goods: 17
Brand: 10000582   Goods: 215
Brand: 10000583   Goods: 1190
Brand: 10000589   Goods: 652
Brand: 10000591   Goods: 1
Brand: 10000593   Goods: 133
Brand: 10000594   Goods: 11
Brand: 10000597   Goods: 717
Brand: 10000601   Goods: 9518
Brand: 10000604   Goods: 1
Brand: 10000608   Goods: 4200
Brand: 10000609   Goods: 108
Brand: 10000611   Goods: 225
Brand: 10000612   Goods: 866
Brand: 10000616   Goods: 563
Brand: 10000617   Goods: 3
Brand: 10000618   Goods: 594
Brand: 10000619   Goods: 143
Brand: 10000620   Goods: 476
Brand: 10000622   Goods: 2
Brand: 10000623   Goods: 68
Brand: 10000624   Goods: 2
Brand: 10000627   Goods: 1177
Brand: 10000628   Goods: 568
Brand: 10000630   Goods: 10470
Brand: 10000632   Goods: 9
Brand: 10000634   Goods: 115
Brand: 10000636   Goods: 1
Brand: 10000637   Goods: 7
Brand: 10000638   Goods: 2866
Brand: 10000640   Goods: 608
Brand: 10000641   Goods: 1109
Brand: 10000644   Goods: 236
Brand: 10000645   Goods: 173
Brand: 10000646   Goods: 4270
Brand: 10000647   Goods: 205
Brand: 10000649   Goods: 343
Brand: 10000650   Goods: 19
Brand: 10000651   Goods: 5825
Brand: 10000652   Goods: 115
Brand: 10000653   Goods: 1
Brand: 10000654   Goods: 298
Brand: 10000655   Goods: 2
Brand: 10000656   Goods: 4096
Brand: 10000657   Goods: 300
Brand: 10000660   Goods: 2
Brand: 10000661   Goods: 2
Brand: 10000662   Goods: 2
Brand: 10000665   Goods: 272
Brand: 10000668   Goods: 369
Brand: 10000670   Goods: 33
Brand: 10000673   Goods: 288
Brand: 10000674   Goods: 1333
Brand: 10000675   Goods: 166
Brand: 10000677   Goods: 100
Brand: 10000682   Goods: 748
Brand: 10000683   Goods: 2702
Brand: 10000687   Goods: 1407
Brand: 10000688   Goods: 160
Brand: 10000689   Goods: 4963
Brand: 10000690   Goods: 145
Brand: 10000693   Goods: 2
Brand: 10000694   Goods: 1763
Brand: 10000697   Goods: 700
Brand: 10000698   Goods: 1884
Brand: 10000699   Goods: 22
Brand: 10000701   Goods: 477
Brand: 10000702   Goods: 374
Brand: 10000706   Goods: 996
Brand: 10000708   Goods: 1484
Brand: 10000711   Goods: 95
Brand: 10000713   Goods: 34
Brand: 10000715   Goods: 305
Brand: 10000717   Goods: 232
Brand: 10000718   Goods: 177
Brand: 10000719   Goods: 139
Brand: 10000721   Goods: 1312
Brand: 10000722   Goods: 394
Brand: 10000723   Goods: 251
Brand: 10000724   Goods: 170
Brand: 10000725   Goods: 3
Brand: 10000727   Goods: 1
Brand: 10000728   Goods: 888
Brand: 10000729   Goods: 20
Brand: 10000731   Goods: 1788
Brand: 10000733   Goods: 5540
Brand: 10000735   Goods: 1
Brand: 10000736   Goods: 1
Brand: 10000737   Goods: 5017
Brand: 10000738   Goods: 2118
Brand: 10000739   Goods: 8
Brand: 10000742   Goods: 725
Brand: 10000743   Goods: 284
Brand: 10000746   Goods: 20
Brand: 10000748   Goods: 160
Brand: 10000750   Goods: 293
Brand: 10000751   Goods: 231
Brand: 10000755   Goods: 33
Brand: 10000756   Goods: 1341
Brand: 10000757   Goods: 1275
Brand: 10000759   Goods: 1
Brand: 10000760   Goods: 175
Brand: 10000761   Goods: 157
Brand: 10000762   Goods: 12
Brand: 10000763   Goods: 3
Brand: 10000765   Goods: 315
Brand: 10000766   Goods: 22
Brand: 10000768   Goods: 3
Brand: 10000769   Goods: 1
Brand: 10000773   Goods: 3374
Brand: 10000775   Goods: 1070
Brand: 10000777   Goods: 2111
Brand: 10000778   Goods: 214
Brand: 10000779   Goods: 20
Brand: 10000780   Goods: 233
Brand: 10000782   Goods: 2944
Brand: 10000784   Goods: 576
Brand: 10000786   Goods: 34
Brand: 10000787   Goods: 13
Brand: 10000788   Goods: 2390
Brand: 10000790   Goods: 64
Brand: 10000791   Goods: 4
Brand: 10000792   Goods: 643
Brand: 10000794   Goods: 408
Brand: 10000796   Goods: 43
Brand: 10000798   Goods: 121
Brand: 10000799   Goods: 1977
Brand: 10000800   Goods: 13
Brand: 10000803   Goods: 1356
Brand: 10000804   Goods: 249
Brand: 10000805   Goods: 18
Brand: 10000806   Goods: 1145
Brand: 10000809   Goods: 508
Brand: 10000810   Goods: 1
Brand: 10000811   Goods: 2
Brand: 10000812   Goods: 2136
Brand: 10000814   Goods: 1
Brand: 10000819   Goods: 438
Brand: 10000820   Goods: 886
Brand: 10000821   Goods: 12
Brand: 10000822   Goods: 341
Brand: 10000823   Goods: 495
Brand: 10000824   Goods: 2
Brand: 10000825   Goods: 160
Brand: 10000828   Goods: 297
Brand: 10000829   Goods: 4
Brand: 10000830   Goods: 592
Brand: 10000838   Goods: 462
Brand: 10000839   Goods: 605
Brand: 10000840   Goods: 4
Brand: 10000842   Goods: 10
Brand: 10000843   Goods: 141
Brand: 10000846   Goods: 45
Brand: 10000848   Goods: 52
Brand: 10000850   Goods: 339
Brand: 10000852   Goods: 1632
Brand: 10000853   Goods: 7
Brand: 10000854   Goods: 1
Brand: 10000855   Goods: 457
Brand: 10000856   Goods: 346
Brand: 10000857   Goods: 44
Brand: 10000858   Goods: 3
Brand: 10000861   Goods: 1659
Brand: 10000866   Goods: 3684
Brand: 10000867   Goods: 381
Brand: 10000868   Goods: 32
Brand: 10000869   Goods: 21
Brand: 10000870   Goods: 138
Brand: 10000871   Goods: 10
Brand: 10000874   Goods: 23
Brand: 10000875   Goods: 71
Brand: 10000876   Goods: 272
Brand: 10000877   Goods: 104
Brand: 10000878   Goods: 7
Brand: 10000880   Goods: 71
Brand: 10000887   Goods: 2
Brand: 10000894   Goods: 619
Brand: 10000895   Goods: 1
Brand: 10000898   Goods: 1
Brand: 10000899   Goods: 19
Brand: 10000902   Goods: 2
Brand: 10000903   Goods: 86
Brand: 10000906   Goods: 1301
Brand: 10000908   Goods: 1
Brand: 10000909   Goods: 10
Brand: 10000912   Goods: 1
Brand: 10000915   Goods: 296
Brand: 10000918   Goods: 605
Brand: 10000922   Goods: 65
Brand: 10000923   Goods: 64
Brand: 10000925   Goods: 16
Brand: 10000926   Goods: 8
Brand: 10000936   Goods: 268
Brand: 10000939   Goods: 1
Brand: 10000941   Goods: 2
Brand: 10000945   Goods: 3
Brand: 10000946   Goods: 1013
Brand: 10000947   Goods: 4
Brand: 10000950   Goods: 576
Brand: 10000955   Goods: 1729
Brand: 10000956   Goods: 2547
Brand: 10000957   Goods: 2037
Brand: 10000959   Goods: 58
Brand: 10000960   Goods: 440
Brand: 10000964   Goods: 1
Brand: 10000965   Goods: 383
Brand: 10000970   Goods: 329
Brand: 10000974   Goods: 23
Brand: 10000977   Goods: 1
Brand: 10000980   Goods: 102
Brand: 10000984   Goods: 840
Brand: 10000985   Goods: 5
Brand: 10000992   Goods: 1
Brand: 10001001   Goods: 7
Brand: 10001002   Goods: 2
Brand: 10001004   Goods: 7
Brand: 10001008   Goods: 3
Brand: 10001010   Goods: 2533
Brand: 10001011   Goods: 851
Brand: 10001015   Goods: 4559
Brand: 10001016   Goods: 3
Brand: 10001020   Goods: 113
Brand: 10001022   Goods: 1
Brand: 10001023   Goods: 65
Brand: 10001027   Goods: 249
Brand: 10001033   Goods: 25
Brand: 10001036   Goods: 2
Brand: 10001044   Goods: 2
Brand: 10001050   Goods: 285
Brand: 10001051   Goods: 1
Brand: 10001053   Goods: 1
Brand: 10001054   Goods: 5
Brand: 10001059   Goods: 74
Brand: 10001060   Goods: 6
Brand: 10001061   Goods: 115
Brand: 10001063   Goods: 5
Brand: 10001064   Goods: 1058
Brand: 10001065   Goods: 152
Brand: 10001066   Goods: 449
Brand: 10001068   Goods: 892
Brand: 10001069   Goods: 79
Brand: 10001075   Goods: 5
Brand: 10001080   Goods: 919
Brand: 10001083   Goods: 304
Brand: 10001084   Goods: 1
Brand: 10001086   Goods: 295
Brand: 10001088   Goods: 142
Brand: 10001089   Goods: 7
Brand: 10001091   Goods: 288
Brand: 10001093   Goods: 366
Brand: 10001094   Goods: 61
Brand: 10001095   Goods: 1227
Brand: 10001098   Goods: 445
Brand: 10001103   Goods: 1
Brand: 10001104   Goods: 1
Brand: 10001105   Goods: 2
Brand: 10001106   Goods: 1408
Brand: 10001107   Goods: 12
Brand: 10001108   Goods: 138
Brand: 10001110   Goods: 1
Brand: 10001111   Goods: 20
Brand: 10001112   Goods: 1637
Brand: 10001114   Goods: 2444
Brand: 10001116   Goods: 3
Brand: 10001118   Goods: 44
Brand: 10001125   Goods: 1266
Brand: 10001128   Goods: 341
Brand: 10001130   Goods: 1
Brand: 10001132   Goods: 1089
Brand: 10001135   Goods: 6
Brand: 10001138   Goods: 2
Brand: 10001140   Goods: 97
Brand: 10001142   Goods: 86
Brand: 10001143   Goods: 63
Brand: 10001144   Goods: 1614
Brand: 10001147   Goods: 3
Brand: 10001149   Goods: 1
Brand: 10001150   Goods: 514
Brand: 10001152   Goods: 1067
Brand: 10001153   Goods: 2
Brand: 10001155   Goods: 2545
Brand: 10001157   Goods: 725
Brand: 10001160   Goods: 1794
Brand: 10001168   Goods: 1639
Brand: 10001170   Goods: 1612
Brand: 10001172   Goods: 1
Brand: 10001175   Goods: 429
Brand: 10001178   Goods: 189
Brand: 10001179   Goods: 1698
Brand: 10001182   Goods: 72
Brand: 10001184   Goods: 15
Brand: 10001186   Goods: 59
Brand: 10001187   Goods: 3904
Brand: 10001192   Goods: 1852
Brand: 10001193   Goods: 141
Brand: 10001196   Goods: 64
Brand: 10001200   Goods: 1
Brand: 10001201   Goods: 304
Brand: 10001204   Goods: 3
Brand: 10001207   Goods: 388
Brand: 10001208   Goods: 1
Brand: 10001209   Goods: 5298
Brand: 10001210   Goods: 189
Brand: 10001211   Goods: 6483
Brand: 10001213   Goods: 1236
Brand: 10001214   Goods: 62
Brand: 10001232   Goods: 3138
Brand: 10001233   Goods: 8
Brand: 10001239   Goods: 1
Brand: 10001241   Goods: 2
Brand: 10001250   Goods: 491
Brand: 10001251   Goods: 425
Brand: 10001252   Goods: 418
Brand: 10001255   Goods: 456
Brand: 10001256   Goods: 561
Brand: 10001258   Goods: 1
Brand: 10001259   Goods: 341
Brand: 10001261   Goods: 74
Brand: 10001263   Goods: 1434
Brand: 10001264   Goods: 934
Brand: 10001267   Goods: 40
Brand: 10001271   Goods: 1
Brand: 10001272   Goods: 6
Brand: 10001278   Goods: 767
Brand: 10001286   Goods: 31
Brand: 10001292   Goods: 2
Brand: 10001293   Goods: 11
Brand: 10001294   Goods: 705
Brand: 10001300   Goods: 7
Brand: 10001305   Goods: 4
Brand: 10001306   Goods: 2
Brand: 10001310   Goods: 3260
Brand: 10001311   Goods: 80
Brand: 10001314   Goods: 176
Brand: 10001315   Goods: 208
Brand: 10001317   Goods: 503
Brand: 10001318   Goods: 957
Brand: 10001320   Goods: 1
Brand: 10001321   Goods: 614
Brand: 10001324   Goods: 1957
Brand: 10001327   Goods: 2092
Brand: 10001331   Goods: 6
Brand: 10001333   Goods: 6695
Brand: 10001334   Goods: 1
Brand: 10001341   Goods: 118
Brand: 10001348   Goods: 588
Brand: 10001350   Goods: 59
Brand: 10001351   Goods: 1788
Brand: 10001361   Goods: 325
Brand: 10001363   Goods: 876
Brand: 10001364   Goods: 3
Brand: 10001370   Goods: 3
Brand: 10001372   Goods: 1261
Brand: 10001376   Goods: 576
Brand: 10001383   Goods: 38
Brand: 10001386   Goods: 111
Brand: 10001388   Goods: 57
Brand: 10001389   Goods: 2
Brand: 10001392   Goods: 850
Brand: 10001394   Goods: 90
Brand: 10001398   Goods: 2
Brand: 10001402   Goods: 491
Brand: 10001404   Goods: 536
Brand: 10001407   Goods: 472
Brand: 10001409   Goods: 2
Brand: 10001426   Goods: 45
Brand: 10001428   Goods: 17
Brand: 10001437   Goods: 1393
Brand: 10001440   Goods: 500
Brand: 10001441   Goods: 195
Brand: 10001442   Goods: 1
Brand: 10001444   Goods: 99
Brand: 10001450   Goods: 37
Brand: 10001451   Goods: 1
Brand: 10001461   Goods: 2
Brand: 10001476   Goods: 635
Brand: 10003092   Goods: 129
Brand: 10003096   Goods: 1
Brand: 10003099   Goods: 748
Brand: 10003106   Goods: 37
Brand: 10003107   Goods: 1
Brand: 10003114   Goods: 47
Brand: 10003122   Goods: 270
Brand: 10003130   Goods: 1
Brand: 10003135   Goods: 454
Brand: 10003138   Goods: 773
Brand: 10003157   Goods: 1062
Brand: 10003159   Goods: 181
Brand: 10003160   Goods: 3300
Brand: 10003161   Goods: 1264
Brand: 10003162   Goods: 592
Brand: 10003163   Goods: 362
Brand: 10003167   Goods: 135
Brand: 10003173   Goods: 64
Brand: 10003177   Goods: 3677
Brand: 10003178   Goods: 1
Brand: 10003179   Goods: 639
Brand: 10003180   Goods: 746
Brand: 10003181   Goods: 690
Brand: 10003182   Goods: 1219
Brand: 10003188   Goods: 17
Brand: 10003191   Goods: 1998
Brand: 10003192   Goods: 1063
Brand: 10003193   Goods: 298
Brand: 10003194   Goods: 63
Brand: 10003197   Goods: 56
Brand: 10003198   Goods: 265
Brand: 10003200   Goods: 403
Brand: 10003216   Goods: 9
Brand: 10003218   Goods: 1858
Brand: 10003219   Goods: 2
Brand: 10003226   Goods: 296
Brand: 10003234   Goods: 966
Brand: 10003235   Goods: 1435
Brand: 10003240   Goods: 2
Brand: 10003244   Goods: 6
Brand: 10003245   Goods: 480
Brand: 10003249   Goods: 260
Brand: 10003252   Goods: 1
Brand: 10003271   Goods: 20
Brand: 10003277   Goods: 93
Brand: 10003283   Goods: 331
Brand: 10003290   Goods: 1
Brand: 10003291   Goods: 177
Brand: 10003299   Goods: 583
Brand: 10003301   Goods: 1503
Brand: 10003303   Goods: 1582
Brand: 10003319   Goods: 1784
Brand: 10003327   Goods: 1
Brand: 10003330   Goods: 4
Brand: 10003331   Goods: 454
Brand: 10003332   Goods: 5
Brand: 10003336   Goods: 10
Brand: 10003340   Goods: 405
Brand: 10003353   Goods: 1390
Brand: 10003354   Goods: 1
Brand: 10003359   Goods: 1
Brand: 10003363   Goods: 46
Brand: 10003365   Goods: 3
Brand: 10003368   Goods: 8
Brand: 10003375   Goods: 1340
Brand: 10003377   Goods: 140
Brand: 10003378   Goods: 146
Brand: 10003381   Goods: 3
Brand: 10003388   Goods: 1
Brand: 10003394   Goods: 4
Brand: 10003405   Goods: 613
Brand: 10003417   Goods: 3
Brand: 10003420   Goods: 35
Brand: 10003422   Goods: 18
Brand: 10003423   Goods: 232
Brand: 10003426   Goods: 361
Brand: 10003429   Goods: 610
Brand: 10003430   Goods: 1927
Brand: 10003433   Goods: 2295
Brand: 10003446   Goods: 2492
Brand: 10003447   Goods: 346
Brand: 10003448   Goods: 1312
Brand: 10003463   Goods: 3
Brand: 10003464   Goods: 557
Brand: 10003468   Goods: 2
Brand: 10003469   Goods: 875
Brand: 10003470   Goods: 282
Brand: 10003477   Goods: 1194
Brand: 10003482   Goods: 2069
Brand: 10003484   Goods: 2
Brand: 10003485   Goods: 5
Brand: 10003486   Goods: 2
Brand: 10003487   Goods: 7
Brand: 10003488   Goods: 15
Brand: 10003489   Goods: 1949
Brand: 10003492   Goods: 1
Brand: 10003493   Goods: 30
Brand: 10003496   Goods: 150
Brand: 10003503   Goods: 501
Brand: 10003530   Goods: 79
Brand: 10003532   Goods: 304
Brand: 10003539   Goods: 1396
Brand: 10003564   Goods: 900
Brand: 10003573   Goods: 129
Brand: 10003576   Goods: 700
Brand: 10003580   Goods: 3
Brand: 10003581   Goods: 2
Brand: 10003582   Goods: 446
Brand: 10003597   Goods: 3
Brand: 10003609   Goods: 1769
Brand: 10003612   Goods: 824
Brand: 10003614   Goods: 20
Brand: 10003617   Goods: 422
Brand: 10003625   Goods: 1
Brand: 10003628   Goods: 5
Brand: 10003640   Goods: 4033
Brand: 10003645   Goods: 2
Brand: 10003647   Goods: 675
Brand: 10003652   Goods: 5
Brand: 10003653   Goods: 1
Brand: 10003655   Goods: 76
Brand: 10003656   Goods: 1523
Brand: 10003657   Goods: 549
Brand: 10003658   Goods: 64
Brand: 10003659   Goods: 33
Brand: 10003667   Goods: 19
Brand: 10003668   Goods: 52
Brand: 10003670   Goods: 1244
Brand: 10003672   Goods: 2017
Brand: 10003674   Goods: 8
Brand: 10003680   Goods: 290
Brand: 10003683   Goods: 2
Brand: 10003689   Goods: 2
Brand: 10003697   Goods: 878
Brand: 10003698   Goods: 11
Brand: 10003700   Goods: 1
Brand: 10003709   Goods: 659
Brand: 10003711   Goods: 1
Brand: 10003717   Goods: 10
Brand: 10003719   Goods: 3109
Brand: 10003720   Goods: 184
Brand: 10003722   Goods: 5
Brand: 10003731   Goods: 1
Brand: 10003732   Goods: 8
Brand: 10003734   Goods: 573
Brand: 10003735   Goods: 365
Brand: 10003736   Goods: 294
Brand: 10003737   Goods: 1
Brand: 10003739   Goods: 3
Brand: 10003743   Goods: 1
Brand: 10003747   Goods: 1
Brand: 10003748   Goods: 1
Brand: 10003749   Goods: 2134
Brand: 10003751   Goods: 137
Brand: 10003759   Goods: 1
Brand: 10003762   Goods: 820
Brand: 10003785   Goods: 3
Brand: 10003787   Goods: 2
Brand: 10003796   Goods: 12
Brand: 10003797   Goods: 63
Brand: 10003803   Goods: 464
Brand: 10003804   Goods: 29
Brand: 10003808   Goods: 5
Brand: 10003823   Goods: 507
Brand: 10003827   Goods: 68
Brand: 10003828   Goods: 1
Brand: 10003831   Goods: 61
Brand: 10003844   Goods: 110
Brand: 10003861   Goods: 578
Brand: 10003862   Goods: 5634
Brand: 10003863   Goods: 119
Brand: 10003864   Goods: 112
Brand: 10003869   Goods: 559
Brand: 10003886   Goods: 1
Brand: 10003901   Goods: 285
Brand: 10003928   Goods: 2214
Brand: 10003930   Goods: 66
